text,gold_category,pred_category,pred_prob
Devolução da loja 378.46 rs,Outros,Outros,0.9420657206681146
Verduras e frutas R$ 56.35,Mercado,Mercado,0.9302717840001969
"Estacionamento do shopping 59,58 reais",Transporte,Transporte,0.8389038003911854
"Presente de aniversário R$ 73,86",Outros,Outros,0.9109761394922335
Cashback do cartão 302.92 rs,Outros,Outros,0.9289591512083102
Hambúrguer no food truck R$ 53.53,Comida,Comida,0.9197546796990926
Apostila do concurso R$268.24,Educação,Educação,0.9274791298913181
"Passagem de ônibus 17,38 rs",Transporte,Transporte,0.9324168682707397
"Venda produtos R$358,42",Outros,Outros,0.9250555084809756
28.72 rs no lanche da tarde,Comida,Comida,0.9356313645818557
Freelance programação 6943.27 reais,Salário,Salário,0.9205585770894809
"Gás de cozinha 1294,64 reais",Moradia,Moradia,0.9363577090402796
"Aluguel do apartamento 463,57 reais",Moradia,Moradia,0.7223332688088012
51.04 rs no lanche da tarde,Comida,Comida,0.9443987929583951
Pão de Açúcar 179.04 rs,Mercado,Mercado,0.9324184164899519
"Farmácia popular R$ 70,84",Saúde,Saúde,0.935127946274684
"PIX agendado 35,64 rs",Outros,Outros,0.9155260165917403
Cervejinha com os amigos 69.13 rs,Comida,Comida,0.9365146686923764
"Netflix mensal R$ 62,88",Lazer,Lazer,0.9234887078879549
Devolução da loja R$ 197.46,Outros,Outros,0.9417473222664698
Seguro do carro R$ 181.89,Outros,Outros,0.8826254504783163
Condomínio R$ 229.24,Moradia,Moradia,0.9278386429463331
Gás de cozinha 810.47 reais,Moradia,Moradia,0.9313480122478469
"Academia Smart Fit 319,74 reais",Saúde,Saúde,0.9465501252312313
Taxa do banco R$ 65.34,Outros,Outros,0.9386648636763075
"Devolução da loja 346,57 reais",Outros,Outros,0.934437655183047
Material de limpeza 501.74 reais,Moradia,Moradia,0.7991234844252991
Balada sábado 120.92 reais,Lazer,Lazer,0.9215748971904159
Renda extra 328.53 rs,Outros,Outros,0.7671306688075274
13º salário R$ 2112.83,Salário,Salário,0.9523932568912074
Venda produtos 269.57 reais,Outros,Outros,0.9359762312536261
"Comprinhas básicas 403,74 reais",Mercado,Mercado,0.940811030453076
Mercadinho da esquina 79.56 reais,Mercado,Mercado,0.8427592922634122
"Parque de diversões R$ 138,92",Lazer,Lazer,0.9361230709834839
Fisioterapia R$301.12,Saúde,Saúde,0.9134424699891014
"Pagamento consultoria R$ 3772,98",Salário,Salário,0.9066659126414639
"Devolução da loja 111,45 rs",Outros,Outros,0.921459649547419
Comprinhas básicas R$266.82,Mercado,Mercado,0.9281947330750779
"Conserto do celular R$167,33",Outros,Outros,0.9195898797309656
"Ajuda familiar R$365,03",Outros,Outros,0.9386054001246681
Mercadinho da esquina 440.18 reais,Mercado,Mercado,0.8712977511031434
"Gasolina do carro 162,10 reais",Transporte,Transporte,0.7078533335009878
"Devolução da loja 368,21 rs",Outros,Outros,0.9239239757994561
Cervejinha com os amigos R$ 45.07,Comida,Comida,0.9359958174036717
"Aluguel da casa R$ 224,95",Outros,Outros,0.6576898390068918
Freelance programação 7292.64 rs,Salário,Salário,0.940301035625791
"PIX agendado R$308,41",Outros,Outros,0.9332749334660669
Empréstimo recebido 148.67 reais,Outros,Outros,0.9339482815970133
"Renda extra R$ 86,07",Outros,Outros,0.6630511857598688
99 pop R$ 85.12,Transporte,Transporte,0.9273398158132359
"Mensalidade Unopar R$ 58,46",Educação,Educação,0.9342348620227802
Consulta médica R$ 228.87,Saúde,Saúde,0.9376527226339298
Consulta médica R$18.78,Saúde,Saúde,0.935792161336411
Fisioterapia R$ 59.93,Saúde,Saúde,0.9296812686042805
Aluguel da casa R$370.54,Outros,Outros,0.4999812790408371
Ingresso do jogo 143.00 rs,Lazer,Lazer,0.8899407732797582
"Trabalho extra 7239,98 reais",Salário,Salário,0.9380206206741996
"Transferi 75,31 rs para minha filha",Outros,Outros,0.9206377388847033
Taxa do banco R$ 370.24,Outros,Outros,0.9276248909318934
Freelance programação R$5252.83,Salário,Salário,0.9405944187976004
Parque de diversões 132.15 rs,Lazer,Lazer,0.9491102752964716
"Carnes no açougue R$ 66,91",Mercado,Mercado,0.9268968856026737
Ingresso do jogo 180.68 reais,Lazer,Lazer,0.7989439558270442
Hora extra 4591.22 reais,Salário,Salário,0.9369110176292571
"Perfume importado 221,68 rs",Outros,Outros,0.9162863999622409
"Bar com a galera R$6,88",Lazer,Lazer,0.9273158739596568
"Mandei 355,06 rs pro José",Outros,Outros,0.9279790633845136
Compras da semana R$82.15,Mercado,Mercado,0.9244468953784916
"Aluguel da casa R$ 57,87",Outros,Outros,0.6011818291201656
"Perfume importado R$142,66",Outros,Outros,0.9137735998086228
"Devolução da loja R$91,36",Outros,Outros,0.9347091330084433
"Doação para ONG R$178,76",Outros,Outros,0.9453790719096298
Empréstimo recebido R$123.71,Outros,Outros,0.9153477598318368
"Comprinhas básicas 449,91 rs",Mercado,Mercado,0.9446039100247597
"Certificação online R$358,02",Educação,Educação,0.9439346477209232
"Verduras e frutas 271,29 reais",Mercado,Mercado,0.9044633203395872
Dividendos ações R$ 267.43,Outros,Outros,0.9295635093782422
"Bonificação 4134,49 rs",Salário,Salário,0.7656652215594905
"Devolução da loja R$192,62",Outros,Outros,0.9305655954901914
"Vendeu o celular R$ 76,82",Outros,Outros,0.926091774982802
"Dentista 152,95 rs",Saúde,Saúde,0.9071005120120196
"Pastel na feira 31,48 rs",Comida,Comida,0.9159495157637307
"Venda produtos 258,66 rs",Outros,Outros,0.9316117388733057
Uber para o trabalho R$88.86,Transporte,Transporte,0.8498487981708581
Material escolar R$29.92,Educação,Educação,0.9408474172456889
Remédio da pressão 181.42 rs,Saúde,Saúde,0.9262546328825261
Material escolar R$ 131,Educação,Educação,0.945875106973982
"Verduras e frutas 225,92 rs",Mercado,Mercado,0.9366698423322349
"Revisão do carro 69,17 rs",Transporte,Transporte,0.850571835509267
"Pão de açúcar R$ 48,03",Mercado,Mercado,0.9309917580362721
Emprestei 328.57 rs para o João,Outros,Outros,0.9328097619427754
"Presente de aniversário 173,54 rs",Outros,Outros,0.9170371240494671
"Aluguel da casa 164,94 rs",Outros,Outros,0.6350118949028403
"Reembolso do plano R$275,37",Outros,Outros,0.9141749626390387
Verduras e frutas R$ 24.20,Mercado,Mercado,0.9148445013334155
Remédio da pressão 26.28 reais,Saúde,Saúde,0.916954141561482
Trabalho extra 7080.66 reais,Salário,Salário,0.8873268524504562
"Doação para ONG 99,00 reais",Outros,Outros,0.8071338463362675
"Remédio da pressão 95,40 reais",Saúde,Saúde,0.9417822415455249
Devolução da loja 281.50 rs,Outros,Outros,0.8734462302616385
TED 362.79 reais pagamento,Outros,Outros,0.7573793479397267
13º salário 1117.35 reais,Salário,Salário,0.9441191059904656
Mensalidade Unopar R$203.21,Educação,Educação,0.9350912413998366
"Pagamento consultoria R$ 5677,01",Salário,Salário,0.8605115626105982
Consulta médica R$136.29,Saúde,Saúde,0.9278399515694554
Prêmio da loteria R$ 345.43,Outros,Outros,0.9238118184148632
"Conta de luz R$149,53",Moradia,Moradia,0.947052094139547
"Extra supermercados 18,59 reais",Mercado,Mercado,0.8872483285744711
"Apostila do concurso R$69,99",Educação,Educação,0.8753890136196718
"Show no Allianz 224,12 rs",Lazer,Lazer,0.9273598810569671
"Mensalidade Unopar R$250,78",Educação,Educação,0.9143072353923419
"Devolução da loja 398,05 rs",Outros,Outros,0.924238988117524
"Pizza delivery 40,98 rs",Comida,Comida,0.9269025617464357
"Plano de saúde 250,40 rs",Saúde,Saúde,0.9350462217198076
"Hambúrguer no food truck 56,01 rs",Comida,Comida,0.9341963727001094
PIX agendado R$ 168.65,Outros,Outros,0.9414250206992055
"Verduras e frutas R$ 361,57",Mercado,Mercado,0.8683488260547212
Academia Smart Fit 84.85 reais,Saúde,Saúde,0.9425308712470963
Reembolso do plano 384.40 rs,Outros,Outros,0.8738704456925702
"Farmácia popular 107,37 reais",Saúde,Saúde,0.9315284640862406
Parque de diversões R$ 111.45,Lazer,Lazer,0.922548590875544
Passagem de ônibus R$ 107.25,Transporte,Transporte,0.9343113496713364
"Jantar romântico custou R$ 27,87",Comida,Comida,0.9399056299327578
Spotify premium R$ 220.24,Lazer,Lazer,0.8392568664649901
"Cashback do cartão 276,28 rs",Outros,Outros,0.9424440943526456
"Passagem de ônibus 22,46 reais",Transporte,Transporte,0.9357400544053517
"Corte de cabelo R$ 291,28",Outros,Outros,0.5928972304362067
"Compras da semana R$409,23",Mercado,Mercado,0.9405245979753243
Renda extra R$ 258.89,Outros,Outros,0.7708174505317741
"Cervejinha com os amigos R$9,10",Comida,Comida,0.8978317824252091
Pizza delivery R$3.22,Comida,Comida,0.9445133575137262
Material escolar R$ 144.45,Educação,Educação,0.9612454450136765
Netflix mensal 134.13 rs,Lazer,Lazer,0.9245139941391719
Prêmio da loteria 215.95 rs,Outros,Outros,0.9185773960910906
Mandei R$269.18 pro Antônio,Outros,Outros,0.9068983191953756
"PIX para Carlos R$245,49",Outros,Outros,0.9181767439406631
Renda extra R$33.95,Outros,Outros,0.8365270786817035
"TED 94,72 reais pagamento",Outros,Outros,0.816499839894337
"Mercadinho da esquina 155,09 reais",Mercado,Mercado,0.8665176059325247
"99 pop 147,40 reais",Transporte,Transporte,0.9407557822013004
Água da SABESP 1047.24 rs,Moradia,Moradia,0.9307564551302425
Maquiagem Natura R$ 206.12,Outros,Outros,0.7276311307829583
"Mercadinho da esquina R$360,33",Mercado,Mercado,0.8426140758843149
Maquiagem Natura R$271.07,Salário,Salário,0.5698431374762478
Uber para o trabalho R$ 157.70,Transporte,Transporte,0.907253508862618
Pão de Açúcar R$ 78.32,Mercado,Mercado,0.9299315949708461
Movimento estranho,Outros,Outros,0.7916916109541514
Trabalho extra R$5808.98,Salário,Salário,0.9422672125219052
Pagamento da empresa R$ 2525.41,Salário,Salário,0.8558649767831238
"Reembolso do plano 251,50 rs",Outros,Outros,0.9016213973831904
Condomínio R$1266.05,Moradia,Moradia,0.9264834716343389
"Seguro do carro R$70,18",Outros,Outros,0.6869810210470285
Exames de sangue 77.99 reais,Saúde,Saúde,0.9212944733098908
"Maquiagem Natura 270,30 rs",Outros,Outros,0.7839105534560726
"Compras da semana 161,80 reais",Mercado,Mercado,0.8836687284815552
Cafezinho da manhã R$ 54.37,Comida,Comida,0.9096600600412343
Curso de inglês 217.06 rs,Educação,Educação,0.9075588940791756
"Almocei hoje e gastei R$41,07",Comida,Comida,0.9289063131179517
Gás de cozinha R$1699.67,Moradia,Moradia,0.9422049629504826
"Transferi R$243,51 para minha cunhado",Outros,Outros,0.9291740061550677
Pagamento da empresa 4166.83 rs,Salário,Salário,0.8917758910444885
"Pão de Açúcar R$318,42",Mercado,Mercado,0.9509262300854412
Academia Smart Fit R$103.40,Saúde,Saúde,0.9405035748264922
"Jantar romântico custou 17,41 reais",Comida,Comida,0.9423869655683323
"Pastel na feira 66,55 rs",Comida,Comida,0.8868841119157703
"13º salário 6988,81 rs",Salário,Salário,0.9511060474285923
"Ajuda familiar 372,93 reais",Outros,Outros,0.9247401337793214
35 reais de crédito no celular,Outros,Lazer,0.5671638465804397
"Curso de inglês 157,52 reais",Educação,Educação,0.9439681347360143
Remédio da pressão R$248.58,Saúde,Saúde,0.9230778719609448
Ajuda familiar R$ 63.97,Outros,Outros,0.9340910572053133
Taxa do banco 199.69 rs,Outros,Outros,0.9386819601243254
"Spotify premium R$ 168,33",Lazer,Lazer,0.8768019269757188
Consulta médica R$ 219.28,Saúde,Saúde,0.933706502538114
"PIX para Ana R$347,39",Outros,Outros,0.9353234412096333
"Cashback do cartão 398,56 rs",Outros,Outros,0.9281730441054498
TED R$ 135.57 pagamento,Outros,Outros,0.8507657856818102
"Sacolão R$ 202,23",Mercado,Mercado,0.9268633758903873
Prêmio da loteria R$ 212.51,Outros,Outros,0.9279177410587295
"Renda extra 382,70 reais",Outros,Outros,0.835893394191111
"Bilhete único R$ 11,61",Transporte,Transporte,0.9245126453019078
"Taxa do banco 141,84 rs",Outros,Outros,0.9226163209290982
99 pop 84.14 reais,Transporte,Transporte,0.9155309855957086
"Certificação online R$353,87",Educação,Educação,0.9404576772083099
Açaí com granola 81.72 reais,Comida,Comida,0.8564919866138455
"Pagamento consultoria R$828,59",Salário,Salário,0.9039117667737013
Xerox das provas R$27.24,Educação,Educação,0.9377020143876201
Hora extra 6970.89 rs,Salário,Salário,0.9267388033058294
"Venda produtos 14,74 reais",Outros,Outros,0.9043125910768074
IPTU R$ 103.13,Moradia,Moradia,0.9291919579901395
Hambúrguer no food truck 14.13 reais,Comida,Comida,0.9239122717622626
"TED R$ 214,38 pagamento",Outros,Outros,0.8294736980842515
"Transferi R$38,91 para minha irmã",Outros,Outros,0.9338119426196165
Comprinhas básicas 312.81 reais,Mercado,Mercado,0.9400613521129318
"Pedágio da rodovia 12,76 rs",Transporte,Transporte,0.9072063226838855
Dividendos ações 354.85 reais,Outros,Outros,0.9333593477332967
Mandei R$390.10 pro Francisca,Outros,Outros,0.9385618448636976
Condomínio R$ 408.84,Moradia,Moradia,0.8724877338202052
Roupas na C&A R$233.92,Outros,Outros,0.8072007759098546
Hora extra R$ 1668.88,Salário,Salário,0.9267119367118384
Apostila do concurso R$ 178.58,Educação,Educação,0.9198369153731831
"Pedágio da rodovia 79,88 reais",Transporte,Transporte,0.9185358080818801
IPTU R$ 1405.98,Moradia,Moradia,0.9323841799153348
Gasolina do carro 33.04 reais,Transporte,Transporte,0.892681305943352
Prêmio da loteria R$ 241.06,Outros,Outros,0.9386225902137451
Açaí com granola 48.73 rs,Comida,Comida,0.9045718000149258
"Pedágio da rodovia R$16,76",Transporte,Transporte,0.8155598838429601
Ajuda familiar R$272.14,Outros,Outros,0.934953241827749
Trabalho extra R$1406.38,Salário,Salário,0.8725493646635701
"Venda produtos R$ 67,24",Outros,Outros,0.9279593957069195
Verduras e frutas 171.02 reais,Mercado,Mercado,0.9261236818916965
"Pagamento da empresa 5262,76 reais",Salário,Salário,0.876068770917198
99 pop 35.18 rs,Transporte,Transporte,0.9186476242973569
"Carnes no açougue 141,16 rs",Mercado,Mercado,0.9204925227827648
"Ajuda familiar 99,50 reais",Outros,Outros,0.8804848232098875
Ajuda familiar R$ 342,Outros,Outros,0.9481663643592201
13º salário 3034.56 rs,Salário,Salário,0.9462052153162146
"Vendeu o celular 145,60 reais",Outros,Outros,0.9193526756774383
Gasolina do carro 15.86 rs,Transporte,Transporte,0.7600294762170713
"Emprestei 60,66 rs para o Pedro",Outros,Outros,0.914953894031944
Salário depositado 4931.45 reais,Salário,Salário,0.9260628571308925
"Empréstimo recebido 357,37 rs",Outros,Outros,0.9336402888079623
Plano de saúde 66.74 rs,Saúde,Saúde,0.9283911455406302
"13º salário 2585,97 rs",Salário,Salário,0.9513335821692483
Certificação online R$316.22,Educação,Educação,0.944038167957169
"Gasolina do carro R$150,93",Transporte,Transporte,0.8670528611767443
Venda produtos R$ 373.25,Outros,Outros,0.9347309089997177
PIX agendado R$ 83.29,Outros,Outros,0.9226520756350105
"Plano de saúde 80,74 rs",Saúde,Saúde,0.9313836547674241
"Curso de inglês 154,96 rs",Educação,Educação,0.92435967087304
Livros da faculdade R$140.11,Educação,Educação,0.7418645925633575
"Remédio da pressão R$ 266,78",Saúde,Saúde,0.9230229825081299
Teatro municipal R$ 22.32,Lazer,Lazer,0.9113802622129588
"Doação para ONG 48,49 reais",Outros,Outros,0.9061030740393757
"Cashback do cartão 46,63 reais",Outros,Outros,0.9346638242539277
Perfume importado R$ 113.16,Outros,Outros,0.9224400694076057
Plano de saúde 147.90 reais,Saúde,Saúde,0.9169458127150651
"Táxi até em casa 125,96 rs",Transporte,Transporte,0.9062782392670067
"Workshop de marketing 98,92 reais",Educação,Educação,0.8933820643233134
Transferência 165.10 rs emergência,Outros,Outros,0.9149912314188354
Táxi até em casa 168.18 reais,Transporte,Transporte,0.9240149608781723
"Reembolso do plano R$286,88",Outros,Outros,0.9283424811094272
"Taxa do banco 250,88 reais",Outros,Outros,0.9309152741296983
"Farmácia popular 231,54 reais",Saúde,Saúde,0.9440676948399239
PIX para Maria R$224.19,Outros,Outros,0.8934810141804825
"Remédio da pressão 153,22 reais",Saúde,Saúde,0.9401103640059892
"Conta de luz 935,20 reais",Moradia,Moradia,0.9425901219581109
"Jantar romântico custou R$16,48",Comida,Comida,0.9396322173837737
"Vendeu o celular 10,25 rs",Outros,Outros,0.9297444958812168
"Netflix mensal R$ 44,60",Lazer,Lazer,0.9080529687688959
Farmácia popular 230.93 rs,Saúde,Saúde,0.9511584112137336
"PIX 46,18 rs divisão conta",Outros,Outros,0.9029584102994077
Ingresso do jogo 241.23 rs,Lazer,Lazer,0.8667943486543539
"Consulta médica R$ 204,46",Saúde,Saúde,0.9326361284663317
Extra supermercados R$ 253.65,Mercado,Mercado,0.8477490937064666
"Gasolina do carro R$123,56",Transporte,Transporte,0.8382816516294033
"Sapato novo R$351,55",Outros,Outros,0.9328344910658176
"Taxa do banco 233,42 reais",Outros,Outros,0.9342219697129188
"Taxa do banco 39,58 rs",Outros,Outros,0.9097739884539684
TED R$ 316.52 pagamento,Outros,Outros,0.7160576668238189
Conserto do celular 309.80 rs,Outros,Outros,0.9202388676927439
Viagem para a praia R$ 165.75,Lazer,Lazer,0.7448725718410004
"Água da SABESP R$ 1108,61",Moradia,Moradia,0.9242441159065274
"Perfume importado 390,01 rs",Outros,Outros,0.9357152526278414
"PIX agendado R$ 261,63",Outros,Outros,0.9354959776357287
"Plano de saúde 162,18 reais",Saúde,Saúde,0.9264045788193215
Netflix mensal R$ 156.78,Lazer,Lazer,0.9196176603667193
"Aluguel do apartamento 1327,82 rs",Moradia,Moradia,0.7043627220422803
Parque de diversões R$113.21,Lazer,Lazer,0.9277397084249023
Presente de aniversário R$ 263.27,Outros,Outros,0.9148207567647333
Seguro do carro 93.72 reais,Outros,Outros,0.8217249569751853
"Aluguel da casa 257,00 reais",Outros,Outros,0.5199001221319943
"Teatro municipal 41,72 rs",Lazer,Lazer,0.9171957180367206
Cafezinho da manhã R$ 3.13,Comida,Comida,0.9468247212551814
Pagamento da empresa 883.25 rs,Salário,Salário,0.8935880169966913
"Condomínio R$1172,59",Moradia,Moradia,0.8902581973944635
"Táxi até em casa 74,92 reais",Transporte,Transporte,0.9163461413648136
Cinema no shopping R$171.20,Lazer,Lazer,0.8780391579756439
"Roupas na C&A 265,63 rs",Outros,Outros,0.8032820594951185
PIX agendado R$ 34.54,Outros,Outros,0.9329683827568817
Exames de sangue 249.33 reais,Saúde,Saúde,0.943400939738363
"Vendeu o celular R$347,85",Outros,Outros,0.938445353032222
R$65.32 no lanche da tarde,Comida,Comida,0.9370220855175472
Uber para o trabalho 104.93 rs,Transporte,Transporte,0.8936834947653157
"Seguro do carro 105,82 rs",Outros,Outros,0.7879755854743108
Dividendos ações R$288.70,Outros,Outros,0.9324861117470403
"Sacolão 347,00 reais",Mercado,Mercado,0.9019909571160719
"Atacadão compras 227,17 reais",Mercado,Mercado,0.9073756020758407
"Show no Allianz R$ 228,71",Lazer,Lazer,0.9216978366821754
"Comprinhas básicas 79,48 rs",Mercado,Mercado,0.9034331252700686
"Corte de cabelo R$391,31",Outros,Outros,0.5786309887210553
Gás de cozinha 1478.41 rs,Moradia,Moradia,0.9378037232105164
PIX para João R$ 382.95,Outros,Outros,0.9325302764434807
"Pizza delivery 22,92 reais",Comida,Comida,0.9276997693178753
Verduras e frutas 54.23 rs,Mercado,Mercado,0.9472226773853064
DOC 371.06 rs para filho,Outros,Outros,0.929516303219328
"Fisioterapia 274,59 reais",Saúde,Saúde,0.9309086183032051
"Uber para o trabalho 46,54 reais",Transporte,Transporte,0.9132956654756715
Almocei hoje e gastei R$ 69.60,Comida,Comida,0.9150900929415634
"IPTU R$622,40",Moradia,Moradia,0.9377086741393215
Cashback do cartão R$190.58,Outros,Outros,0.9077493970312472
"Farmácia popular 83,13 reais",Saúde,Saúde,0.9439182730370149
"PIX agendado R$ 107,27",Outros,Outros,0.9035889935935915
"Pão de Açúcar 261,54 rs",Mercado,Mercado,0.9495095467194506
"Bonificação 3097,90 reais",Salário,Salário,0.43062710208803906
"Compras da semana R$157,83",Mercado,Mercado,0.9346438533452625
Pão de Açúcar 236.81 reais,Mercado,Mercado,0.9403342023337659
"Plano de saúde 242,17 reais",Saúde,Saúde,0.929929916111545
Exames de sangue 145.42 reais,Saúde,Saúde,0.948637935890765
"Pagamento da empresa 2288,40 reais",Salário,Salário,0.928150046951338
"Cervejinha com os amigos 64,23 reais",Comida,Comida,0.9190299569405385
Xerox das provas R$ 29.96,Educação,Educação,0.9257566832104961
"Dentista R$57,65",Saúde,Saúde,0.6329317818120567
"Passagem de ônibus R$ 53,25",Transporte,Transporte,0.9272053264308467
"Hora extra R$ 4362,87",Salário,Salário,0.915882659080273
"Dividendos ações 96,30 rs",Outros,Outros,0.8253035116877938
"Balada sábado R$112,89",Lazer,Lazer,0.9187747579484092
"Emprestei 348,29 reais para o José",Outros,Outros,0.9256564154046075
Perfume importado R$284.98,Outros,Outros,0.8932021923102038
"Faxina da casa R$ 1783,69",Moradia,Moradia,0.8738373293517201
Certificação online 205.88 reais,Educação,Educação,0.9476677626793295
"Ajuda familiar R$361,23",Outros,Outros,0.9197207474474981
Material escolar 237.19 reais,Educação,Educação,0.9457988523338486
Faxina da casa R$ 259.66,Moradia,Moradia,0.8433000305278395
PIX para José 24.81 rs,Outros,Outros,0.9387916147956105
Remédio da pressão R$ 99.94,Saúde,Saúde,0.8667434380445093
"Vendeu o celular R$ 32,16",Outros,Outros,0.9101677768370501
"Passagem de ônibus R$ 37,48",Transporte,Transporte,0.9098685507881239
"Transferência R$171,86 emergência",Outros,Outros,0.9238020243651297
Prêmio da loteria 315.77 reais,Outros,Outros,0.9038218242648677
Aula particular 39.51 rs,Educação,Educação,0.9095784018300469
PIX para Juliana R$52.67,Outros,Outros,0.9231773200919967
Pão de açúcar 50.89 reais,Mercado,Mercado,0.9277477568919911
"Academia Smart Fit 32,76 rs",Saúde,Saúde,0.9328584847122423
"Comprinhas básicas 206,55 rs",Mercado,Mercado,0.9068599120016906
Corte de cabelo 62.04 rs,Salário,Salário,0.5594443297057262
13º salário R$1219.35,Salário,Salário,0.9511437267536059
"Aula particular R$ 49,26",Educação,Educação,0.911908984486493
Freelance programação R$1705.31,Salário,Salário,0.9287720896009649
"Cashback do cartão 179,80 rs",Outros,Outros,0.9255958677411275
"Troca de óleo 62,07 reais",Transporte,Transporte,0.9144369162238916
Hora extra R$ 1489.34,Salário,Salário,0.9176503335443545
Pastel na feira R$ 20.43,Comida,Comida,0.9285717998318491
Seguro do carro R$138.96,Outros,Outros,0.7985050116109251
"Extra supermercados R$213,48",Mercado,Mercado,0.8828332641981557
Xerox das provas 50.05 reais,Educação,Educação,0.8953437143748193
"Viagem para a praia 6,53 rs",Lazer,Lazer,0.8403128103573595
Vendeu o celular 329.25 reais,Outros,Outros,0.934710706287993
"Sapato novo R$289,81",Outros,Outros,0.9299868979370357
"Renda extra 100,01 reais",Outros,Outros,0.8186924355740376
"Pão de Açúcar R$ 38,01",Mercado,Mercado,0.9456911587218747
Passagem de ônibus R$167.51,Transporte,Transporte,0.9388031595537673
"Apostila do concurso R$ 209,68",Educação,Educação,0.9190657835144425
"Caneta e caderno R$ 55,33",Educação,Educação,0.8930060842888454
"Hambúrguer no food truck R$57,92",Comida,Comida,0.8975705756742937
"Comissão de vendas R$ 4429,93",Salário,Salário,0.9360886507507402
Salário depositado 3566.84 rs,Salário,Salário,0.9347105944003795
Bar com a galera 64.49 reais,Lazer,Lazer,0.8852777953764562
40 reais em um gel de limpeza facial,Saúde,Saúde,0.6145860457814988
Conserto do celular 288.35 reais,Outros,Outros,0.9280935685924229
Sacolão 425.29 reais,Mercado,Mercado,0.9303321950662459
Curso de inglês 287.96 rs,Educação,Educação,0.9281934949081512
"Trabalho extra R$3420,53",Salário,Salário,0.924719703941805
Bilhete único R$33.54,Transporte,Transporte,0.9245192399188297
Pão de Açúcar R$ 134.38,Mercado,Mercado,0.9434897673623263
Roupas na C&A R$ 202.10,Outros,Outros,0.7951599315533612
"Pagamento consultoria R$1515,50",Salário,Salário,0.8647867222648097
Cafezinho da manhã R$ 34.48,Comida,Comida,0.9199299746776273
PIX 307.65 rs divisão conta,Outros,Outros,0.888099733780669
"Pizza delivery 20,97 rs",Comida,Comida,0.945533152820865
"Uber para o trabalho R$8,06",Transporte,Transporte,0.8283403344757789
Remédio da pressão 30.45 rs,Saúde,Saúde,0.9386977773532189
Faxina da casa R$ 742.40,Moradia,Moradia,0.9082633799068409
Seguro do carro 343 reais,Outros,Outros,0.7468598510073926
Faxina da casa 1367.94 rs,Moradia,Moradia,0.8047022544604925
"Apostila do concurso 161,54 reais",Educação,Educação,0.9356470163111803
Pastel na feira R$64.78,Comida,Comida,0.9261259630986527
Exames de sangue R$ 34.61,Saúde,Saúde,0.9249704802155954
Bilhete único R$ 20.59,Transporte,Transporte,0.9007217607739899
Faxina da casa 1704.31 reais,Moradia,Moradia,0.7999976116395016
Renda extra R$316.16,Outros,Outros,0.7919043340812583
Emprestei R$82.94 para o Francisca,Outros,Outros,0.9287451165949271
"Reforma do banheiro 244,98 rs",Moradia,Moradia,0.8349501411155243
Emprestei R$ 260.90 para o Maria,Outros,Outros,0.894728920827676
"Sapato novo R$ 320,99",Outros,Outros,0.9054045747331182
Atacadão compras R$ 84.78,Mercado,Mercado,0.9055669700606498
Material escolar 172.10 reais,Educação,Educação,0.9145735505624172
"Venda produtos 390,02 rs",Outros,Outros,0.9379242960894015
"Bonificação R$6506,27",Salário,Salário,0.6165091743387353
Devolução da loja R$274.17,Outros,Outros,0.9154531784810684
"PIX R$11,00 divisão conta",Outros,Outros,0.8946718804833762
Devolução da loja R$ 166.49,Outros,Outros,0.9303899300010873
Material de limpeza 248.08 rs,Moradia,Moradia,0.8912181312292647
"Roupas na C&A R$328,22",Outros,Outros,0.8245260984120814
"IPTU 1629,39 rs",Moradia,Moradia,0.9116595089299531
Transferi 361.23 rs para minha irmã,Outros,Outros,0.929124854280777
Troca de óleo R$ 144.26,Transporte,Transporte,0.9313334708579486
"Compras da semana 319,93 rs",Mercado,Mercado,0.905613173326647
Plano de saúde 213.30 rs,Saúde,Saúde,0.9066090827943563
Cafezinho da manhã 51.10 reais,Comida,Comida,0.8987664024434433
"Hora extra R$ 5159,96",Salário,Salário,0.9131680392070525
"Comissão de vendas R$ 7384,42",Salário,Salário,0.9316958776285592
"DOC R$125,62 para sogra",Outros,Outros,0.911852578707216
"Revisão do carro 174,14 rs",Transporte,Transporte,0.8381697286297696
"Apostila do concurso 227,01 reais",Educação,Educação,0.9217196416524236
99 pop 141.23 rs,Transporte,Transporte,0.9160407007726864
Pão de açúcar R$ 80.46,Mercado,Mercado,0.9234665137058312
Renda extra R$ 26.86,Outros,Outros,0.8469204128820235
"Gasolina do carro 159,75 rs",Transporte,Transporte,0.8025975842575702
Conserto do celular R$ 333.10,Outros,Outros,0.9311180459422403
Bilhete único R$153.91,Transporte,Transporte,0.9089259700135388
"Perfume importado 330,23 reais",Outros,Outros,0.9111124229396612
Transferência 344.95 reais emergência,Outros,Outros,0.9199425984905919
"Reforma do banheiro R$592,85",Moradia,Moradia,0.7158607026058862
"Almocei hoje e gastei R$49,89",Comida,Comida,0.9000405987916045
"Dividendos ações 95,76 reais",Outros,Outros,0.9142027782245042
Remédio da pressão 187.17 reais,Saúde,Saúde,0.9404760230652368
"Transferi 389,17 reais para minha irmã",Outros,Outros,0.9260153101825551
Cashback do cartão 28.41 rs,Outros,Outros,0.9345138920770362
Hora extra R$1997.43,Salário,Salário,0.906536498960024
"Pizza delivery R$ 19,74",Comida,Comida,0.9455435374363405
